station,Datatime,lon,lat,airpressure,DryBulbSensor,HOBO_rh,HOBO_solar,HOBO_ws,Wet bulb_calculation,Globe bulb_calculation,WBGT_calculation,iso7243_Tg150,wet_bulb,globe_bulb_50mm,globe_bulb_150mm,WBGTo
SINICA,2019/10/23 15:20,121.61416670000001,25.0405,1013.25,25.178,68.61,114.9,0.15,22.13,27.33,23.5,27.84,22.13,27.33,27.84,23.58
SINICA,2019/10/23 15:30,121.61416670000001,25.0405,1013.25,25.003,68.38,80.1,0.25,21.36,25.85,22.6,26.09,21.36,25.85,26.09,22.67
SINICA,2019/10/23 15:40,121.61416670000001,25.0405,1013.25,24.98,68.66,120.9,0.15,22.03,27.32,23.4,27.87,22.03,27.32,27.87,23.49
SINICA,2019/10/23 15:50,121.61416670000001,25.0405,1013.25,24.699,68.79,84.8,0.6,20.9,25.46,22.2,25.72,20.9,25.46,25.72,22.24
SINICA,2019/10/23 16:00,121.61416670000001,25.0405,1013.25,24.554000000000002,69.4,82.3,0.3,21.05,25.41,22.3,25.66,21.05,25.41,25.66,22.32
SINICA,2019/10/23 16:10,121.61416670000001,25.0405,1013.25,24.444000000000003,69.44,56.9,0.55,20.63,24.54,21.8,24.57,20.63,24.54,24.57,21.8
SINICA,2019/10/23 16:20,121.61416670000001,25.0405,1013.25,24.331999999999997,69.79,47.2,0.5,20.54,24.15,21.6,24.09,20.54,24.15,24.09,21.63
SINICA,2019/10/23 16:30,121.61416670000001,25.0405,1013.25,24.208000000000002,70.37,55.5,0.75,20.49,24.28,21.6,24.31,20.49,24.28,24.31,21.63
SINICA,2019/10/23 16:40,121.61416670000001,25.0405,1013.25,24.17,70.58,33.0,0.5,20.43,23.64,21.4,23.46,20.43,23.64,23.46,21.41
SINICA,2019/10/23 16:50,121.61416670000001,25.0405,1013.25,24.02,70.77,13.3,0.55,20.2,23.02,21.1,22.68,20.2,23.02,22.68,21.08
SINICA,2019/10/23 17:00,121.61416670000001,25.0405,1013.25,24.011999999999997,70.83,5.5,0.15,20.15,22.32,21.0,21.92,20.15,22.32,21.92,20.89
SINICA,2019/10/23 17:10,121.61416670000001,25.0405,1013.25,24.01,70.81,2.4,0.4,20.13,22.62,21.0,22.18,20.13,22.62,22.18,20.93
SINICA,2019/10/23 17:20,121.61416670000001,25.0405,1013.25,23.951,71.02,1.0,0.0,20.07,21.93,20.8,21.93,20.07,21.93,21.93,20.83
SINICA,2019/10/23 17:30,121.61416670000001,25.0405,1013.25,23.851999999999997,71.39,1.0,0.25,20.04,22.22,20.9,21.77,20.04,22.22,21.77,20.77
SINICA,2019/10/23 17:40,121.61416670000001,25.0405,1013.25,23.788,71.98,1.0,0.3,20.06,22.24,20.9,21.79,20.06,22.24,21.79,20.78
SINICA,2019/10/23 17:50,121.61416670000001,25.0405,1013.25,23.775,72.52,1.0,0.0,20.09,21.78,20.8,21.78,20.09,21.78,21.78,20.8
SINICA,2019/10/23 18:00,121.61416670000001,25.0405,1013.25,23.694000000000003,73.01,1.0,0.0,20.08,21.7,20.8,21.7,20.08,21.7,21.7,20.77
SINICA,2019/10/23 18:10,121.61416670000001,25.0405,1013.25,23.557,73.92,1.0,0.25,20.1,21.97,20.8,21.53,20.1,21.97,21.53,20.73
SINICA,2019/10/23 18:20,121.61416670000001,25.0405,1013.25,23.574,74.01,1.0,0.05,20.09,21.6,20.7,21.29,20.09,21.6,21.29,20.68
SINICA,2019/10/23 18:30,121.61416670000001,25.0405,1013.25,23.355,74.83,1.0,0.05,19.98,21.38,20.6,21.07,19.98,21.38,21.07,20.54
SINICA,2019/10/23 18:40,121.61416670000001,25.0405,1013.25,23.301,75.11,1.0,0.0,19.96,21.33,20.6,21.33,19.96,21.33,21.33,20.57
SINICA,2019/10/23 18:50,121.61416670000001,25.0405,1013.25,23.294,75.11,1.0,0.0,19.96,21.32,20.6,21.32,19.96,21.32,21.32,20.57
SINICA,2019/10/23 19:00,121.61416670000001,25.0405,1013.25,23.252,75.6,1.0,0.05,19.98,21.29,20.6,20.99,19.98,21.29,20.99,20.51
SINICA,2019/10/23 19:10,121.61416670000001,25.0405,1013.25,23.276,76.02,1.0,0.0,20.05,21.33,20.6,21.33,20.05,21.33,21.33,20.63
SINICA,2019/10/23 19:20,121.61416670000001,25.0405,1013.25,23.206,76.6,1.0,0.0,20.07,21.27,20.6,21.27,20.07,21.27,21.27,20.62
SINICA,2019/10/23 19:30,121.61416670000001,25.0405,1013.25,22.74,79.11,1.0,0.05,19.92,20.82,20.4,20.52,19.92,20.82,20.52,20.32
SINICA,2019/10/23 19:40,121.61416670000001,25.0405,1013.25,22.745,80.09,1.0,0.0,20.04,20.85,20.5,20.85,20.04,20.85,20.85,20.47
SINICA,2019/10/23 19:50,121.61416670000001,25.0405,1013.25,22.726999999999997,80.17,1.0,0.0,20.03,20.84,20.5,20.84,20.03,20.84,20.84,20.46
SINICA,2019/10/23 20:00,121.61416670000001,25.0405,1013.25,22.744,80.61,1.0,0.0,20.1,20.87,20.5,20.87,20.1,20.87,20.87,20.52
SINICA,2019/10/23 20:10,121.61416670000001,25.0405,1013.25,22.721,80.3,1.0,0.0,20.04,20.83,20.5,20.83,20.04,20.83,20.83,20.47
SINICA,2019/10/23 20:20,121.61416670000001,25.0405,1013.25,22.678,80.21,1.0,0.0,19.99,20.78,20.4,20.78,19.99,20.78,20.78,20.42
SINICA,2019/10/23 20:30,121.61416670000001,25.0405,1013.25,22.645,80.34,1.0,0.0,19.97,20.75,20.4,20.75,19.97,20.75,20.75,20.39
SINICA,2019/10/23 20:40,121.61416670000001,25.0405,1013.25,22.529,80.81,1.0,0.05,19.91,20.63,20.3,20.34,19.91,20.63,20.34,20.26
SINICA,2019/10/23 20:50,121.61416670000001,25.0405,1013.25,22.578000000000003,80.52,1.0,0.0,19.92,20.68,20.3,20.68,19.92,20.68,20.68,20.34
SINICA,2019/10/23 21:00,121.61416670000001,25.0405,1013.25,22.57,80.21,1.0,0.05,19.88,20.66,20.3,20.36,19.88,20.66,20.36,20.24
SINICA,2019/10/23 21:10,121.61416670000001,25.0405,1013.25,22.555999999999997,80.23,1.0,0.05,19.87,20.65,20.3,20.35,19.87,20.65,20.35,20.23
SINICA,2019/10/23 21:20,121.61416670000001,25.0405,1013.25,22.526,80.34,1.0,0.0,19.85,20.62,20.3,20.62,19.85,20.62,20.62,20.27
SINICA,2019/10/23 21:30,121.61416670000001,25.0405,1013.25,22.572,80.09,1.0,0.05,19.87,20.66,20.3,20.36,19.87,20.66,20.36,20.24
SINICA,2019/10/23 21:40,121.61416670000001,25.0405,1013.25,22.616999999999997,79.49,1.0,0.0,19.84,20.69,20.3,20.69,19.84,20.69,20.69,20.29
SINICA,2019/10/23 21:50,121.61416670000001,25.0405,1013.25,22.537,80.21,1.0,0.0,19.85,20.62,20.3,20.62,19.85,20.62,20.62,20.27
SINICA,2019/10/23 22:00,121.61416670000001,25.0405,1013.25,22.404,81.51,1.0,0.0,19.87,20.51,20.3,20.51,19.87,20.51,20.51,20.25
SINICA,2019/10/23 22:10,121.61416670000001,25.0405,1013.25,22.396,82.11,1.0,0.0,19.93,20.52,20.3,20.52,19.93,20.52,20.52,20.29
SINICA,2019/10/23 22:20,121.61416670000001,25.0405,1013.25,22.41,82.19,1.0,0.0,19.97,20.54,20.3,20.54,19.97,20.54,20.54,20.33
SINICA,2019/10/23 22:30,121.61416670000001,25.0405,1013.25,22.201999999999998,82.78,1.0,0.0,19.83,20.32,20.2,20.32,19.83,20.32,20.32,20.17
SINICA,2019/10/23 22:40,121.61416670000001,25.0405,1013.25,21.939,83.72,1.0,0.0,19.67,20.05,20.0,20.05,19.67,20.05,20.05,19.97
SINICA,2019/10/23 22:50,121.61416670000001,25.0405,1013.25,21.853,84.54,1.0,0.0,19.68,19.98,20.0,19.98,19.68,19.98,19.98,19.96
SINICA,2019/10/23 23:00,121.61416670000001,25.0405,1013.25,21.774,85.28,1.0,0.0,19.68,19.91,19.9,19.91,19.68,19.91,19.91,19.94
SINICA,2019/10/23 23:10,121.61416670000001,25.0405,1013.25,21.635,85.99,1.0,0.0,19.63,19.77,19.9,19.77,19.63,19.77,19.77,19.86
SINICA,2019/10/23 23:20,121.61416670000001,25.0405,1013.25,21.619,86.86,1.0,0.0,19.71,19.78,19.9,19.78,19.71,19.78,19.78,19.91
SINICA,2019/10/23 23:30,121.61416670000001,25.0405,1013.25,21.818,87.21,1.0,0.0,19.95,20.01,20.1,20.01,19.95,20.01,20.01,20.15
SINICA,2019/10/23 23:40,121.61416670000001,25.0405,1013.25,22.009,87.0,1.0,0.0,20.12,20.22,20.3,20.22,20.12,20.22,20.22,20.33
SINICA,2019/10/23 23:50,121.61416670000001,25.0405,1013.25,22.018,86.68,1.0,0.0,20.1,20.22,20.3,20.22,20.1,20.22,20.22,20.32
SINICA,2019/10/24 00:00,121.61416670000001,25.0405,1013.25,21.859,86.82,1.0,0.0,19.95,20.05,20.2,20.05,19.95,20.05,20.05,20.16
SINICA,2019/10/24 00:10,121.61416670000001,25.0405,1013.25,21.943,86.98,1.0,0.0,20.05,20.15,20.3,20.15,20.05,20.15,20.15,20.26
SINICA,2019/10/24 00:20,121.61416670000001,25.0405,1013.25,22.143,87.01,1.0,0.05,20.26,20.37,20.5,20.09,20.26,20.37,20.09,20.41
SINICA,2019/10/24 00:30,121.61416670000001,25.0405,1013.25,22.22,86.66,1.0,0.05,20.3,20.45,20.5,20.18,20.3,20.45,20.18,20.47
SINICA,2019/10/24 00:40,121.61416670000001,25.0405,1013.25,22.264,86.4,1.0,0.0,20.32,20.49,20.5,20.49,20.32,20.49,20.49,20.55
SINICA,2019/10/24 00:50,121.61416670000001,25.0405,1013.25,22.289,86.22,1.0,0.0,20.32,20.51,20.6,20.51,20.32,20.51,20.51,20.55
SINICA,2019/10/24 01:00,121.61416670000001,25.0405,1013.25,22.158,86.3,1.0,0.0,20.2,20.37,20.4,20.37,20.2,20.37,20.37,20.43
SINICA,2019/10/24 01:10,121.61416670000001,25.0405,1013.25,22.273000000000003,86.13,1.0,0.05,20.3,20.49,20.5,20.21,20.3,20.49,20.21,20.48
SINICA,2019/10/24 01:20,121.61416670000001,25.0405,1013.25,22.206,85.68,1.0,0.0,20.16,20.41,20.4,20.41,20.16,20.41,20.41,20.41
SINICA,2019/10/24 01:30,121.61416670000001,25.0405,1013.25,22.128,85.8,1.0,0.0,20.11,20.32,20.4,20.32,20.11,20.32,20.32,20.35
SINICA,2019/10/24 01:40,121.61416670000001,25.0405,1013.25,22.094,85.83,1.0,0.0,20.08,20.28,20.3,20.28,20.08,20.28,20.28,20.32
SINICA,2019/10/24 01:50,121.61416670000001,25.0405,1013.25,21.824,86.36,1.0,0.0,19.87,19.99,20.1,19.99,19.87,19.99,19.99,20.09
SINICA,2019/10/24 02:00,121.61416670000001,25.0405,1013.25,21.739,86.97,1.0,0.0,19.85,19.92,20.1,19.92,19.85,19.92,19.92,20.05
SINICA,2019/10/24 02:10,121.61416670000001,25.0405,1013.25,21.508000000000003,87.58,1.0,0.0,19.68,19.67,19.9,19.67,19.68,19.67,19.67,19.86
SINICA,2019/10/24 02:20,121.61416670000001,25.0405,1013.25,21.34,88.24,1.0,0.0,19.59,19.5,19.7,19.5,19.59,19.5,19.5,19.75
SINICA,2019/10/24 02:30,121.61416670000001,25.0405,1013.25,21.182,88.91,1.0,0.0,19.5,19.34,19.6,19.34,19.5,19.34,19.34,19.64
SINICA,2019/10/24 02:40,121.61416670000001,25.0405,1013.25,21.055,89.81,1.0,0.0,19.47,19.22,19.6,19.22,19.47,19.22,19.22,19.58
SINICA,2019/10/24 02:50,121.61416670000001,25.0405,1013.25,21.087,90.11,1.0,0.0,19.53,19.26,19.6,19.26,19.53,19.26,19.26,19.63
SINICA,2019/10/24 03:00,121.61416670000001,25.0405,1013.25,21.006,90.33,1.0,0.0,19.48,19.18,19.6,19.18,19.48,19.18,19.18,19.57
SINICA,2019/10/24 03:10,121.61416670000001,25.0405,1013.25,20.915,90.43,1.0,0.0,19.4,19.08,19.5,19.08,19.4,19.08,19.08,19.49
SINICA,2019/10/24 03:20,121.61416670000001,25.0405,1013.25,20.866,90.72,1.0,0.0,19.38,19.03,19.5,19.03,19.38,19.03,19.03,19.46
SINICA,2019/10/24 03:30,121.61416670000001,25.0405,1013.25,20.631999999999998,91.14,1.0,0.0,19.18,18.78,19.2,18.78,19.18,18.78,18.78,19.25
SINICA,2019/10/24 03:40,121.61416670000001,25.0405,1013.25,20.576,91.38,1.0,0.0,19.12,18.72,19.2,18.72,19.12,18.72,18.72,19.19
SINICA,2019/10/24 03:50,121.61416670000001,25.0405,1013.25,20.506,91.52,1.0,0.0,19.03,18.65,19.1,18.65,19.03,18.65,18.65,19.1
SINICA,2019/10/24 04:00,121.61416670000001,25.0405,1013.25,20.445,91.74,1.0,0.0,18.99,18.58,19.1,18.58,18.99,18.58,18.58,19.05
SINICA,2019/10/24 04:10,121.61416670000001,25.0405,1013.25,20.344,91.9,1.0,0.0,18.91,18.47,19.0,18.47,18.91,18.47,18.47,18.97
SINICA,2019/10/24 04:20,121.61416670000001,25.0405,1013.25,20.279,91.96,1.0,0.0,18.84,18.4,18.9,18.4,18.84,18.4,18.4,18.9
SINICA,2019/10/24 04:30,121.61416670000001,25.0405,1013.25,20.294,91.8,1.0,0.0,18.85,18.41,18.9,18.41,18.85,18.41,18.41,18.91
SINICA,2019/10/24 04:40,121.61416670000001,25.0405,1013.25,20.227999999999998,91.78,1.0,0.0,18.78,18.34,18.8,18.34,18.78,18.34,18.34,18.84
SINICA,2019/10/24 04:50,121.61416670000001,25.0405,1013.25,20.121,91.86,1.0,0.0,18.67,18.22,18.7,18.22,18.67,18.22,18.22,18.73
SINICA,2019/10/24 05:00,121.61416670000001,25.0405,1013.25,20.062,91.9,1.0,0.0,18.62,18.16,18.7,18.16,18.62,18.16,18.16,18.67
SINICA,2019/10/24 05:10,121.61416670000001,25.0405,1013.25,20.160999999999998,91.84,1.0,0.0,18.71,18.27,18.8,18.27,18.71,18.27,18.27,18.77
SINICA,2019/10/24 05:20,121.61416670000001,25.0405,1013.25,20.045,91.84,1.0,0.0,18.59,18.14,18.6,18.14,18.59,18.14,18.14,18.65
SINICA,2019/10/24 05:30,121.61416670000001,25.0405,1013.25,19.998,91.9,1.0,0.0,18.55,18.08,18.6,18.08,18.55,18.08,18.08,18.6
SINICA,2019/10/24 05:40,121.61416670000001,25.0405,1013.25,20.063,91.88,1.0,0.0,18.62,18.16,18.7,18.16,18.62,18.16,18.16,18.67
SINICA,2019/10/24 05:50,121.61416670000001,25.0405,1013.25,20.14,91.71,1.4,0.0,18.69,18.25,18.7,18.25,18.69,18.25,18.25,18.75
SINICA,2019/10/24 06:00,121.61416670000001,25.0405,1013.25,20.162,91.6,5.3,0.0,18.81,18.43,18.9,18.43,18.81,18.43,18.43,18.87
SINICA,2019/10/24 06:10,121.61416670000001,25.0405,1013.25,20.302,91.45,14.0,0.0,19.06,18.92,19.2,18.92,19.06,18.92,18.92,19.16
SINICA,2019/10/24 06:20,121.61416670000001,25.0405,1013.25,20.488000000000003,90.96,23.5,0.0,19.34,19.48,19.5,19.48,19.34,19.48,19.48,19.48
SINICA,2019/10/24 06:30,121.61416670000001,25.0405,1013.25,20.557,90.72,49.7,0.0,19.75,20.6,20.0,20.6,19.75,20.6,20.6,20.0
SINICA,2019/10/24 06:40,121.61416670000001,25.0405,1013.25,21.35,90.17,82.8,0.0,20.95,22.73,21.3,22.73,20.95,22.73,22.73,21.35
SINICA,2019/10/24 06:50,121.61416670000001,25.0405,1013.25,21.601,89.06,86.3,0.0,21.13,23.11,21.6,23.11,21.13,23.11,23.11,21.57
SINICA,2019/10/24 07:00,121.61416670000001,25.0405,1013.25,21.858,88.0,56.5,0.0,20.86,22.24,21.2,22.24,20.86,22.24,22.24,21.24
SINICA,2019/10/24 07:10,121.61416670000001,25.0405,1013.25,21.855,87.42,49.3,0.0,20.69,21.95,21.1,21.95,20.69,21.95,21.95,21.06
SINICA,2019/10/24 07:20,121.61416670000001,25.0405,1013.25,22.195999999999998,87.16,105.3,0.0,21.74,24.44,22.3,24.44,21.74,24.44,24.44,22.33
SINICA,2019/10/24 07:30,121.61416670000001,25.0405,1013.25,23.124000000000002,86.11,155.4,0.0,23.16,27.3,24.0,27.3,23.16,27.3,27.3,23.98
SINICA,2019/10/24 07:40,121.61416670000001,25.0405,1013.25,23.851,81.69,144.9,0.0,23.2,27.59,24.1,27.59,23.2,27.59,27.59,24.14
SINICA,2019/10/24 07:50,121.61416670000001,25.0405,1013.25,24.159000000000002,78.16,186.4,0.1,23.59,29.35,24.8,30.42,23.59,29.35,30.42,25.01
SINICA,2019/10/24 08:00,121.61416670000001,25.0405,1013.25,25.156999999999996,74.46,241.0,0.0,24.68,32.31,26.3,32.31,24.68,32.31,32.31,26.25
SINICA,2019/10/24 08:10,121.61416670000001,25.0405,1013.25,25.599,72.07,279.8,0.2,24.2,32.9,26.1,34.8,24.2,32.9,34.8,26.46
SINICA,2019/10/24 08:20,121.61416670000001,25.0405,1013.25,25.121,71.43,187.6,0.5,22.27,28.53,23.8,29.67,22.27,28.53,29.67,24.04
SINICA,2019/10/24 08:30,121.61416670000001,25.0405,1013.25,24.994,72.65,156.1,0.1,23.28,28.98,24.6,29.8,23.28,28.98,29.8,24.76
SINICA,2019/10/24 08:40,121.61416670000001,25.0405,1013.25,24.633000000000003,72.75,167.6,0.7,21.74,27.25,23.1,28.19,21.74,27.25,28.19,23.32
SINICA,2019/10/24 08:50,121.61416670000001,25.0405,1013.25,24.324,74.04,203.6,0.65,21.83,27.83,23.3,29.07,21.83,27.83,29.07,23.53
SINICA,2019/10/24 09:00,121.61416670000001,25.0405,1013.25,25.611,71.27,410.9,0.45,23.94,34.72,26.3,37.69,23.94,34.72,37.69,26.86
SINICA,2019/10/24 09:10,121.61416670000001,25.0405,1013.25,26.948,66.74,520.2,0.35,25.4,39.55,28.4,43.41,25.4,39.55,43.41,29.16
SINICA,2019/10/24 09:20,121.61416670000001,25.0405,1013.25,26.414,66.23,466.3,0.7,23.65,35.51,26.3,38.78,23.65,35.51,38.78,26.95
SINICA,2019/10/24 09:30,121.61416670000001,25.0405,1013.25,26.668000000000003,64.33,569.6,0.65,24.1,38.21,27.2,42.3,24.1,38.21,42.3,28.0
SINICA,2019/10/24 09:40,121.61416670000001,25.0405,1013.25,27.244,62.87,604.6,0.4,25.3,41.42,28.7,45.91,25.3,41.42,45.91,29.62
SINICA,2019/10/24 09:50,121.61416670000001,25.0405,1013.25,27.313000000000002,60.19,633.3,0.65,24.28,40.18,27.8,44.74,24.28,40.18,44.74,28.68
SINICA,2019/10/24 10:00,121.61416670000001,25.0405,1013.25,27.174,58.14,653.1,1.45,22.88,37.31,26.2,41.45,22.88,37.31,41.45,27.02
SINICA,2019/10/24 10:10,121.61416670000001,25.0405,1013.25,26.476,60.1,728.9,2.05,22.44,36.54,25.7,40.85,22.44,36.54,40.85,26.53
SINICA,2019/10/24 10:20,121.61416670000001,25.0405,1013.25,27.596999999999998,59.52,760.3,1.4,23.75,39.71,27.3,44.63,23.75,39.71,44.63,28.31
SINICA,2019/10/24 10:30,121.61416670000001,25.0405,1013.25,27.395,60.27,376.0,0.6,23.33,34.8,26.0,37.38,23.33,34.8,37.38,26.55
SINICA,2019/10/24 10:40,121.61416670000001,25.0405,1013.25,26.781999999999996,62.28,478.5,0.9,23.12,35.33,25.9,38.56,23.12,35.33,38.56,26.57
SINICA,2019/10/24 10:50,121.61416670000001,25.0405,1013.25,26.903000000000002,61.79,379.5,0.8,22.89,33.74,25.5,36.26,22.89,33.74,36.26,25.97
SINICA,2019/10/24 11:00,121.61416670000001,25.0405,1013.25,26.704,63.02,483.0,0.45,23.99,37.44,27.0,40.94,23.99,37.44,40.94,27.65
SINICA,2019/10/24 11:10,121.61416670000001,25.0405,1013.25,26.975,61.99,497.9,0.8,23.41,36.27,26.3,39.7,23.41,36.27,39.7,27.02
SINICA,2019/10/24 11:20,121.61416670000001,25.0405,1013.25,26.927,61.03,414.5,0.65,23.12,35.0,25.9,37.86,23.12,35.0,37.86,26.45
SINICA,2019/10/24 11:30,121.61416670000001,25.0405,1013.25,27.153000000000002,61.96,467.7,0.4,24.3,37.86,27.3,41.25,24.3,37.86,41.25,27.98
SINICA,2019/10/24 11:40,121.61416670000001,25.0405,1013.25,27.162,61.54,494.2,0.4,24.37,38.52,27.5,42.12,24.37,38.52,42.12,28.2
SINICA,2019/10/24 11:50,121.61416670000001,25.0405,1013.25,27.685,60.82,648.4,0.7,24.54,40.6,28.1,45.24,24.54,40.6,45.24,28.99
SINICA,2019/10/24 12:00,121.61416670000001,25.0405,1013.25,27.268,60.73,495.4,0.75,23.52,36.69,26.5,40.12,23.52,36.69,40.12,27.21
SINICA,2019/10/24 12:10,121.61416670000001,25.0405,1013.25,27.122,61.22,403.5,0.9,22.96,34.18,25.6,36.84,22.96,34.18,36.84,26.15
SINICA,2019/10/24 12:20,121.61416670000001,25.0405,1013.25,26.639,63.58,460.1,0.7,23.37,35.55,26.1,38.75,23.37,35.55,38.75,26.77
SINICA,2019/10/24 12:30,121.61416670000001,25.0405,1013.25,27.175,61.63,367.3,1.05,22.83,33.2,25.3,35.54,22.83,33.2,35.54,25.81
SINICA,2019/10/24 12:40,121.61416670000001,25.0405,1013.25,26.825,62.39,560.6,0.75,23.67,37.63,26.8,41.57,23.67,37.63,41.57,27.57
SINICA,2019/10/24 12:50,121.61416670000001,25.0405,1013.25,26.798000000000002,62.82,237.5,0.75,22.44,30.78,24.5,32.23,22.44,30.78,32.23,24.83
SINICA,2019/10/24 13:00,121.61416670000001,25.0405,1013.25,27.461,63.43,590.0,0.4,25.42,41.29,28.8,45.67,25.42,41.29,45.67,29.67
SINICA,2019/10/24 13:10,121.61416670000001,25.0405,1013.25,28.078000000000003,60.18,353.0,0.55,23.87,35.18,26.6,37.6,23.87,35.18,37.6,27.04
SINICA,2019/10/24 13:20,121.61416670000001,25.0405,1013.25,27.511,62.11,608.3,0.95,24.09,38.47,27.3,42.65,24.09,38.47,42.65,28.14
SINICA,2019/10/24 13:30,121.61416670000001,25.0405,1013.25,27.379,61.48,564.6,1.3,23.42,36.44,26.4,40.08,23.42,36.44,40.08,27.15
SINICA,2019/10/24 13:40,121.61416670000001,25.0405,1013.25,28.25,60.34,425.6,0.45,24.64,37.58,27.6,40.62,24.64,37.58,40.62,28.2
SINICA,2019/10/24 13:50,121.61416670000001,25.0405,1013.25,26.199,65.81,281.2,0.95,22.42,30.78,24.5,32.53,22.42,30.78,32.53,24.82
SINICA,2019/10/24 14:00,121.61416670000001,25.0405,1013.25,27.238000000000003,65.14,453.3,0.8,23.99,35.69,26.7,38.81,23.99,35.69,38.81,27.28
SINICA,2019/10/24 14:10,121.61416670000001,25.0405,1013.25,26.908,65.02,364.8,0.85,23.3,33.38,25.7,35.8,23.3,33.38,35.8,26.16
SINICA,2019/10/24 14:20,121.61416670000001,25.0405,1013.25,26.898000000000003,65.42,435.3,0.8,23.68,34.97,26.3,37.95,23.68,34.97,37.95,26.86
SINICA,2019/10/24 14:30,121.61416670000001,25.0405,1013.25,26.741,66.39,422.8,1.35,23.21,33.29,25.6,35.94,23.21,33.29,35.94,26.11
SINICA,2019/10/24 14:40,121.61416670000001,25.0405,1013.25,26.155,68.45,136.7,0.7,22.36,28.11,23.9,28.81,22.36,28.11,28.81,24.03
SINICA,2019/10/24 14:50,121.61416670000001,25.0405,1013.25,25.570999999999998,71.01,270.2,0.6,22.9,30.71,24.7,32.5,22.9,30.71,32.5,25.09
SINICA,2019/10/24 15:00,121.61416670000001,25.0405,1013.25,26.396,69.68,380.4,0.9,23.58,33.12,25.8,35.66,23.58,33.12,35.66,26.28
SINICA,2019/10/24 15:10,121.61416670000001,25.0405,1013.25,26.143,70.22,250.3,0.75,23.06,30.52,24.9,32.12,23.06,30.52,32.12,25.18
SINICA,2019/10/24 15:20,121.61416670000001,25.0405,1013.25,26.194000000000003,69.49,302.5,0.7,23.28,31.79,25.3,33.8,23.28,31.79,33.8,25.68
SINICA,2019/10/24 15:30,121.61416670000001,25.0405,1013.25,26.109,69.88,270.1,0.65,23.17,31.12,25.1,32.89,23.17,31.12,32.89,25.41
SINICA,2019/10/24 15:40,121.61416670000001,25.0405,1013.25,25.651,70.77,194.8,0.8,22.45,28.75,24.0,29.89,22.45,28.75,29.89,24.26
SINICA,2019/10/24 15:50,121.61416670000001,25.0405,1013.25,25.721,71.12,219.2,0.55,22.87,29.8,24.5,31.19,22.87,29.8,31.19,24.82
SINICA,2019/10/24 16:00,121.61416670000001,25.0405,1013.25,25.245,72.4,177.9,1.25,22.07,27.6,23.5,28.54,22.07,27.6,28.54,23.68
SINICA,2019/10/24 16:10,121.61416670000001,25.0405,1013.25,25.214000000000002,73.47,178.7,0.85,22.34,27.95,23.7,28.97,22.34,27.95,28.97,23.95
SINICA,2019/10/24 16:20,121.61416670000001,25.0405,1013.25,25.02,73.54,112.4,1.05,21.85,26.28,23.1,26.77,21.85,26.28,26.77,23.15
SINICA,2019/10/24 16:30,121.61416670000001,25.0405,1013.25,24.499000000000002,74.82,66.7,1.45,21.34,24.84,22.4,24.98,21.34,24.84,24.98,22.38
SINICA,2019/10/24 16:40,121.61416670000001,25.0405,1013.25,24.281999999999996,75.63,33.5,1.5,21.15,24.0,22.0,23.88,21.15,24.0,23.88,22.01
SINICA,2019/10/24 16:50,121.61416670000001,25.0405,1013.25,24.12,76.83,27.3,1.1,21.15,23.69,22.0,23.52,21.15,23.69,23.52,21.92
SINICA,2019/10/24 17:00,121.61416670000001,25.0405,1013.25,24.15,77.1,22.0,0.5,21.24,23.47,22.0,23.24,21.24,23.47,23.24,21.93
